CP,Municipio
15899,CHAN DO REIRO
15899,CORREDEIRA DOS MUIÑOS
15899,COSTA DO AGRA
15899,CRUXEIRA (SANTIAGO)
15899,CURUXEIRA, A (CONXO-SANTA MARIA)
15899,FERVENZA, A (SANTIAGO)
15899,NOGUEIRA, A (SANTIAGO)
15899,PAI DA CANA
15899,PONTE DA ROCHA
15899,PONTE PEREDA, A
15899,PORTO (SANTIAGO)
15899,PORTO, O (CONXO-SANTA MARIA)
15899,POZA REAL DE ABAIXO, A
15899,POZA REAL DE ARRIBA, A
15899,POZA REAL, A (CONXO)
15899,RIAL (SANTIAGO)
15899,RIOVELLO (SANTIAGO)
15899,ROCHA VELLA, A
15899,ROLANS
15899,SAN XOAN (SANTIAGO-EXTRARRADIO)
15899,TORRENTE (SANTIAGO)
15899,TOXEIRA DE SAN LOURENZO
15899,TRAS ESPIÑEIRA
15899,VOLTA DO CASTRO, A
15900,PADRON
15910,AGRONOVO (EXTRAMUNDI)
15910,BAIONA
15910,EXTRAMUNDI (PADRON)
15910,EXTRAMUNDI DE ABAIXO
15910,EXTRAMUNDI DE ARRIBA
15910,GANDRA (EXTRAMUNDI)
15910,LAMAS (EXTRAMUNDI)
15910,VILAR (EXTRAMUNDI)
15911,AIDO (ROIS)
15911,ANTEPORTA
15911,ANTEQUEIRA
15911,BARRO (ROIS)
15911,BOUCIÑA (ROIS)
15911,CASAL (ROIS)
15911,CASAS DO PORTO (ROIS)
15911,CASTROS (ROIS)
15911,CONTIMUNDI
15911,CORNES (ROIS)
15911,COVELA, A (ROIS)
15911,CRUCEIRO (ROIS)
15911,DICES, OS
15911,FIDALGO
15911,FORMARIS (ROIS)
15911,INFESTA
15911,LAMEGO (ROIS)
15911,MEANA (ROIS)
15911,OIN DE ABAIXO
15911,OIN DE ARRIBA
15911,PEROXA (ROIS)
15911,PERUCA, A
15911,PONTE NOVA, A (ROIS)
15911,PONTENOVA, A (ROIS)
15911,ROIS DE ABAIXO
15911,ROIS DE ARRIBA
15911,ROIS
15911,SAMIL (ROIS)
15911,SEIRA (ROIS)
15911,VILARES, OS (ROIS)
15912,ALDEA GRANDE (BUXAN)
15912,BUXAN (PADRON CIRCULAR)
15912,CARRAIS
15912,CASADO VENTO (PADRON)
15912,CASAL (PADRON)
15912,CASAS NOVAS (PADRON)
15912,CHISCA, A
15912,CHOUSELA
15912,COBAS (PADRON)
15912,CORGO
15912,EIREXA, A (PADRON)
15912,ESPIÑEIRA (PADRON)
15912,FARO, O (PADRON)
15912,FERREIROS (PADRON)
15912,FONTEDELO
15912,FUFELO
15912,HERBOGO (ROIS)
15912,LEROÑO
15912,LIÑARES (PADRON)
15912,LIÑARES DE LEROÑO
15912,PAZO (PADRON)
15912,PERACOVA
15912,PEREIRA, A (PADRON)
15912,PICADIZO
15912,PINELAS
15912,PIÑEIRO, O (PADRON)
15912,RUBIEIRO (ROIS)
15912,SILVA REDONDA (PADRON)
15912,SOCASTRO (PADRON)
15912,SOUTELO (PADRON)
15912,SOUTO (PADRON)
15912,VILAR DO CASTRO (AGUASANTAS)
15912,XEY
15913,AUGAS SANTAS
15913,BANDON, O
15913,BEADE (AGUASANTOS)
15913,BRALO (AGUASANTAS)
15913,CERNAN
15913,DUEI (AUGASANTAS)
15913,MELLOS
15913,PEDROUZOS (AGUASANTAS)
15913,PORTE
15913,SALGUEIROS (AGUASANTAS)
15913,SENRA, A (AUGASANTAS)
15913,SOÑORA
15913,SUBIDAS, AS
15913,VILACHAN (AGUASANTAS)
15913,VILARIÑO (AGUASANTAS)
15914,BANDIN (PADRON)
15914,CAGARCIA (PADRON)
15914,CARCACIA (CARCACIA)
15914,CASAL (CARCACIA)
15914,COIRA (PADRON)
15914,CORRAL (CARCACIA)
15914,CRUXEIRAS (CAGARCIA)
15914,GUIMARANS (CARCACIA)
15914,IGLESIA (CARCACIA)
15914,LAMAS (CARCACIA)
15914,OUTEIRO (CARCACIA)
15914,POUSADA (CARCACIA)
15914,RIAL (CARCACIA)
15914,RIVADULLA (CARCACIA)
15914,RUMILLE (CARCACIA)
15914,SANDE (CARCACIA)
15914,SINDE (CARCACIA)
15914,SOBRERRIVAS (CARCACIA)
15914,XOANE (CARCACIA)
15915,BARCA (PADRON)
15915,CANO D'AUGA
15915,CONDES (PADRON)
15915,CONFURCO (PADRON)
15915,CORTIÑAS (PADRON)
15915,FRANCISCANOS (HERBON), CONVENTO
15915,HERBON (PADRON)
15915,IGLESIA (HERBON)
15915,MONTERO
15915,MORONO (PADRON)
15915,REJA DE MANGA
15915,ROCHA (PADRON)
15915,SANTA CRUZ (HERBON)
15916,BOCA DO MONTE (LESTROVE)
15916,CALLE DE ABAIXO (LESTROVE)
15916,CALLE DE ARRIBA (LESTROVE)
15916,CAMPO (LESTROVE)
15916,CARRETERA, CALLE PRINCIPAL (LESTROVE)
15916,LESTROBE
15916,PIÑEIRO (LESTROVE)
15916,PIÑON (LESTRORE)
15916,PONTE VILAR (LESTROVE)
15916,TRASMURO
15917,BARCO (IRIA)
15917,CAMBELAS (IRIA)
15917,COUTO (IRIA)
15917,IRIA (PADRON)
15917,LESTIDO (IRIA)
15917,LUANS (IRIA)
15917,MATANZA (IRIA)
15917,PAZOS (IRIA)
15917,PEDREDA (IRIA)
15917,PIÑEIRO (IRIA)
15917,PORTA DOS MARIÑOS (IRIA)
15917,QUINTANS (IRIA)
15917,RETEN (IRIA)
15917,ROMARIS (IRIA)
15917,ROUCON (IRIA)
15917,RUEIRO (IRIA)
15917,SOUTO (IRIA)
15917,VISTA ALEGRE (IRIA)
15920,BARRAL, O (RIANXO)
15920,CARBALLEIRA (RIANXO)
15920,CORTES, A (RIANXO)
15920,FINCHEIRA
15920,PAZO, O (RIANXO)
15920,RIANXIÑO
15920,RIANXO
15920,RINLO
15920,TANXIL
15928,ABUIN (LEIRO)
15928,BRION (LEIRO)
15928,CABANAS (LEIRO)
15928,IGLESIA, A (LEIRO)
15928,LEIRO (PADRON)
15928,MEIQUIZ
15928,OR
15928,RAÑO
15928,RIAL (LEIRO)
15929,ALMACEN (RIANXO)
15929,BARRACA
15930,BOIRO (BOIRO)
15930,VIMILIRO (BOIRO)
15937,ACUNCHEIRA
15937,AFIGUEIRA (CURES)
15937,ALDEA GRANDE (CURES)
15937,AMEAN
15937,BELLES DE ABAIXO
15937,BELLES DE ARRIBA
15937,BERMO (CURES)
15937,BOLTEIRO (CURES)
15937,CADARNOXO (CURES)
15937,CARMOEIRO
15937,COMEJO
15937,COROÑO
15937,CUBELO (CURES)
15937,CUCOS
15937,CURES (CURES)
15937,ENSEÑO
15937,FIOSA
15937,GRAÑA (CURES)
15937,IGLESIA (CURES)
15937,INSUACHAN
15937,LOXO DE ABAIXO
15937,LOXO DE ARRIBA
15937,MACENDA (BOIRO)
15937,MIEITES
15937,MOIMENTA
15937,NOCEDA (CURES)
15937,PAZOS (CURES)
15937,PIÑEIRO (CURES)
15937,POMAR DO RIO
15937,RUNES
15937,SABECEDA
15937,SAMARTIÑO
15937,SILVA (CURES)
15937,TEAÑO
15938,ABANQUEIRO
15938,ADUCIL
15938,AGAÑAN
15938,BODION (ABANQUEIRO)
15938,BOLIÑA (ABANQUEIRO)
15938,BRION (ABANQUEIRO)
15938,CHAZO
15938,EGIPTO
15938,GRASO
15938,LOURIÑO (ABANQUEIRO)
15938,PEDRA DA BOUZA
15938,SALTEIRO
15938,SAN MARTIÑO (ABANQUEIRO)
15938,SAN
15938,SEAN (ABANQUEIRO)
15938,TRIÑANES
15939,ALDEA DE ARRIBA (CABO DE CRUZ)
15939,BALIÑO (CABO DE CRUZ)
15939,BANDA O RIO
15939,BARRAÑA
15939,CABO DE CRUZ (CABO DE CRUZ)
15939,CAREIXO (CABOCRUZ)
15939,CARRIGEIROS
15939,CASTRO (CABODECRUZ)
15939,CESAR (CABO CRUZ)
15939,COTARON (CABOCRUZ)
15939,DEVESA (CABODECRUZ)
15939,ESTEIRO (CABOCRUZ)
15939,FONTE DE MOURO
15939,REBORDELO (CABODECRUZ)
15939,ROMARIS (CABO DE CRUZ)
15939,XION
15940,POBRA DO CARAMIÑAL, A
15947,CASTIÑEIRAS (VILAMAIOR)
15948,AGROS DE VILA
15948,ALDEA VELLA
15948,ANGUSTIA (POSTMARCOS)
15948,BALTAR (POSTMARCOS)
15948,BANDA
15948,BARREIRA (POSTMARCOS)
15948,BATAN (POSTMARCOS)
15948,CADRECHE (POSTMARCOS)
15948,CAMPO DE XESTOS
15948,CAMPOMUIÑOS
15948,CARBALLAL (POSTMARCOS)
15948,CASAS (POSTMARCOS)
15948,COCHON (POSTMARCOS)
15948,COLO DE ARCA
15948,CONCHIDO (POSTMARCOS)
15948,CONGA
15948,CORTIZO
15948,CROCHA DE LEVANTE
15948,CROCHA DE PONIENTE
15948,CRUCEIRO NOVO
15948,ENTRERRIOS (POSTMARCOS)
15948,ESTIVADA
15948,FIXO (POSTMARCOS)
15948,FREAN (POSTMARCOS)
15948,FREIXO (POSTMARCOS)
15948,GANDRA (POSTMARCOS)
15948,GRANXA (POSTMARCOS)
15948,HORREO
15948,INFERNIÑO
15948,LESON
15948,LOMBA (POSTMARCOS)
15948,MERCED (POSTMARCOS)
15948,OUXO
15948,PAIO (POSTMARCOS)
15948,PEDRIÑAS (POSTMARCOS)
15948,PONTES (POSTMARCOS)
15948,PONTES DE BARBANZA
15948,PORTOCARRO
15948,PORTOFREIXO
15948,POSTMARCOS
15948,POZO (POSTMARCOS)
15948,PUMADIÑO
15948,RECOSTA
15948,REGO (POSTMARCOS)
15948,REGO DE HORTA (POSTMARCOS)
15948,RIOS DE CESTOS
15948,RIOTRIÑANES
15948,RIVEIRIÑA (POSTMARCOS)
15948,ROMEIRA
15948,ROSAMONDE
15948,ROUPION
15948,RUEIRO (POSTMARCOS)
15948,SAN ISIDRO (POSTMARCOS)
15948,SAN PEDRO (POSTMARCOS)
15948,SANTA CRUZ (POSTMARCOS)
15948,SENDE (POSTMARCOS)
15948,SOUTO (POSTMARCOS)
15948,VILARES (POSTMARCOS)
15948,VILARIÑO (POSTMARCOS)
15948,VILAS (POSTMARCOS)
15948,VIRXE DO MONTE (POSTMARCOS)
15949,AFIGUEIRA (CAMPIÑO)
15949,ARCOS (CAMPIÑO)
15949,ARZOBISPO
15949,ATALAIA (CAMPIÑO)
15949,BAIUCA (CAMPIÑO)
15949,CABIO (CAMPIÑO)
15949,CAIÑOS (CAMPIÑO)
15949,CAMIÑO ANCHO (CAMPIÑO)
15949,CANISA
15949,CASTRO (CAMPIÑO)
15949,CERCIAS
15949,COSTA (CAMPIÑO)
15949,DEVESA (CAMPIÑO)
15949,GARITA (CAMPIÑO)
15949,GONDERANDE
15949,JOBRE
15949,LAXE (CAMPIÑO)
15949,LOMBIÑA
15949,MIRANDELA
15949,OUTEIRO (CAMPIÑO)
15949,PEDRIÑAS (CAMPIÑO)
15949,PONTENAVEIRAS
15949,PUENTE (CAMPIÑO)
15949,QUINTANS (CAMPIÑO)
15949,SAN ROQUE (CAMPIÑO)
15949,SILVA (CAMPIÑO)
15949,SOBRAL
15949,TOLAN (CAMPIÑO)
15949,TOMADA
15949,VILARIÑO (CAMPIÑO)
15949,XUNQUEIRAS
15950,ATRIO (PALMEIRA)
15950,BOUCIÑA (PALMEIRA)
15950,CARBALLA (PALMEIRA)
15950,CARBALLAL (PALMEIRA)
15950,CHACIN (PALMEIRA)
15950,CHIMPIN
15950,COCHON (PALMEIRA)
15950,COROSO
15950,CRUCEIRO DE CRUCES
15950,CRUCEIRO DE MARCOS
15950,FIGUEIRIDO (PALMEIRA)
15950,INSUELA (PALMEIRA)
15950,LIXO (PALMEIRA)
15950,LOMBA (PALMEIRA)
15950,MIÑOTEIRO
15950,MODORRONES
15950,MONDELO
15950,MOURELOS (PALMEIRA)
15950,MUIÑO VELLO (PALMIRA)
15950,PALMEIRA
15950,PARTEALRIO (PALMEIRA)
15950,PLAZA (PALMEIRA)
15950,ROSENDE (PALMEIRA)
15950,SAIÑA (PALMEIRA)
15950,VILAR (PALMEIRA)
15950,VINTIN
15957,LIDON
15957,RIBEIRA (VIGO-SAN VICENTE)
15958,REGUEIRA DE ABAIXO (VILELA)
15959,CAMBRA (PALMEIRA)
15959,PALMEIRA (CIRCULAR)
15960,RIBEIRA (SANTA UXIA)
15964,SINAGOGA
15965,AGUIÑO
15965,CASTRO (AGUIÑO)
15965,CASTRO, PRAIA DE
15965,COUSO (AGUIÑO)
15965,LISTRES
15966,AMEIXIDA
15966,CASTIÑEIRAS (CASTIÑEIRAS)
15966,MARTIN (CASTIÑEIRAS)
15966,SOUTO (SUMIO)
15966,TOURO (CASTIÑEIRAS)
15967,CAMPOS (CARREIRA)
15967,CAPELA (CARREIRA)
15967,CARREIRA (RIVEIRA)
15967,CARREIRIÑA
15967,CASALNOVO
15967,CASTIÑEIRAS
15967,CATRO
15967,CRUCE (CARREIRA)
15967,FILGUEIRA (CARREIRA)
15967,FRIONS
15967,GRAÑA (CARREIRA)
15967,LAJES
15967,MONTEVIXAN
15967,OUTEIRO (CARREIRA)
15967,PARTEALRIO (CARREIRA)
15967,PEDRIÑAS (CARREIRA)
15967,PEDROSA (CARREIRA)
15967,SAVARTAN (CARREIRA)
15967,VILAR (CARREIRA)
15968,CARAMECHEIRO
15968,CARBALLAL (CARAMECHEIRO)
15968,CARBALLIÑOS
15968,CAROLIANAS, AS
15968,CORRAL DE ABAIXO (CARAMECHEIRO)
15968,CORRAL DE ARRIBA (CARAMECHEIRO)
15968,CRUXEIRAS (CARAMECHEIRO)
15968,DEAN GRANDE
15968,DEAN PEQUENO
15968,FONDEVILA (CARAMOCHEIRA)
15968,HABANA
15968,VISTA ALEGRE (CARAMECHEIRO)
15969,ARRIBAS (ARTES)
15969,ARTES (CORRUBEDO)
15969,BARREIROS, OS (ARTES)
15969,BOUCIÑAS (ARTES)
15969,BRETAL
15969,CAMPELOS (ARTES)
15969,CASANANDE
15969,CASTRO (ARTES)
15969,COCHERIZA
15969,CONLLEIRA
15969,CORRUBEDO
15969,CRISTAL
15969,ESPIÑEIRIDO
15969,GANDARA (ARTES)
15969,GODA
15969,GUDE
15969,OLVEIRA DE ARRIBA
15969,OLVEIRA DE IGLESIA
15969,OUTEIRO (ARTES)
15969,REIRIZ
15969,SEGO (ARTES)
15969,SIRVES
15969,TEIRA
15969,TEIXEIRA (ARTES)
15969,VIÑAS (ARTES)
15970,PORTO DO SON
15978,BELGA
15978,CADEIRAS (NEBRA)
15978,CALO (NEBRA)
15978,CAMPOS DE PRADO
15978,CANS
15978,CARANTOÑA (NEBRA)
15978,CASTRALLON (NEBRA)
15978,COIRA (NEBRA)
15978,COUTO (NEBRA)
15978,CURRO (NEBRA)
15978,EMPALME DE NEBRA
15978,ESCORRENTADA
15978,FOLOÑA
15978,IGLESIA (NEBRA)
15978,JANSIN
15978,NEBRA
15978,ORSEÑO
15978,PAZO (NEBRA)
15978,PEDRA DO LOBO
15978,PEDROISOAS
15978,PERCEBOI
15978,PERDIGUEIRA
15978,PUILLA BOA
15978,PUILLA
15978,QUEIRO
15978,RESUA
15978,SENDIA (NEBRA)
15978,SOBRADO (NEBRA)
15978,TERRONA
15978,TORES
15978,XOSIN
15978,YESTE
15979,ABUIN (BAROÑA)
15979,ARNELA (BAROÑA)
15979,BAROÑA
15979,CAMPANARIO (BAROÑA)
15979,IGLESIA (BAROÑA)
15979,INSUAS (BAROÑA)
15979,LAGARTO
15979,LAVANDEIRA, A (BAROÑA)
15979,MONTE MUIÑO
15979,MOURELLA
15979,ORELLAN
15979,PENAS (BAROÑA)
15979,RAÑA (BAROÑA)
15979,SEOANE (BAROÑA)
15979,TARRIO (BAROÑA)
15979,UDRES
15979,VILAR (BAROÑA)
15980,ANGUEIRA DE SUSO (ESCRAVITUDE, A)
15980,ANGUEIRA DO CASTRO (ESCRAVITUDE, A)
15980,AREAL (ESCLAVITUDE, A)
15980,BAIUCA (ESCRAVITUDE, A)
15980,BASCUAS (ESCLAVITUDE, A)
15980,BELINA (ESCLAVITUD)
15980,CODESIDO
15980,CRUCES (ESCRAVITUDE)
15980,ESCLAVITUDE, A (PADRON)
15980,FARAMELLO, O (ESCLAVITUD)
15980,FRANCELOS (ESCLAVITUDE, A)
15980,IGLESIA (ESCRAVITUDE)
15980,LOUREIRO (ESCLAVITUDE, A)
15980,MEANA, A
15980,MUIÑOS (ESCRAVITUDE, A)
15980,PEDROSO NORTE (ESCRAVITUDE, A)
15980,PEDROSO SUR (ESCLAVITUDE, A)
15980,PICARAÑA (ESCLAVITUDE, A)
15980,PRADA (ESCRAVITUDE, A)
15980,QUEIRUGA (ESCRAVITUDE, A)
15980,REIBO (ESCLAVITUDE, A)
15980,SILVA (ESCRAVITUDE, A)
15980,SIXTO (ESCRAVITUDE, A)
15980,SORRIBAS (ESCRAVITUDE, A)
15980,TARRIO (ESCLAVITUDE, A)
15980,TOURIZ (ESCLAVITUDE, A)
15980,VIGO (ESCRAVITUDE, A)
15980,VILAR (ESCRAVITUDE, A)
15980,VILAR DE ABADE
15980,XIAXE (ESCRAVITUDE, A)
15981,CALLE, A (URDILDE)
15981,DODRIÑO
15981,DODRO (PADRON)
15981,EIRO
15981,IGREXA, A (DODRO)
15981,IGREXA, A (LAIÑO-SAN XIAN)
15981,LAIÑO (SAN XIAN)
15981,MANSELLE
15981,MURONOVO
15981,PAIZAL
15981,PEXEGUEIRO
15981,PEXIGUEIRO
15981,REBOIRAS
15981,REVIXOS
15981,RIAL DE LAGOA
15981,RIALIÑO
15981,SAR (DODRO)
15981,SUSAVILA
15981,TALLOS
15981,TARRIO (DODRO)
15981,TRAXEITO
15981,VIGO (DODRO)
15982,BEXO
15982,BUSTELO (IMO)
15982,CASTRO (IMO)
15982,CASTRO (SAN XOAN DE LAIÑO-SAN XOAN)
15982,DEVESA, A (IMO)
15982,IMO
15982,SAN XOAN DE LAIÑO (SAN XOAN)
15982,TEAIO
15983,BACARIZA (ISORNA)
15983,BECARIZA
15983,CASTELO (ISORNA)
15983,ISORNA
15983,QUINTANS (ISORNA)
15983,VACARIZA, A (ISORNA)
15984,ARAÑO
15984,ASADELOS
15984,ASADOS
15984,ATALAIA, A (ASADOS)
15984,BATAN (ARAÑO)
15984,BUHIDE (ARAÑO)
15984,BURES
15984,CAMPELO (ARAÑO)
15984,CAPELA (ARAÑO)
15984,CARBALLAL (ARAÑO)
15984,CASTIÑEIRA (ASADOS)
15984,CERQUEIRAS (ARAÑO)
15984,DEVESA, A (ASADOS)
15984,FERRERIA (ARAÑO)
15984,FOXACOS
15984,LAXIDO
15984,LUSTRES (ASADOS)
15984,MAMOA, A (ASADOS)
15984,MARQUESA, A
15984,MIRANS, AS
15984,OUTEIRO
15984,POUSADAS (ARAÑO)
15984,SOMOZA
15984,SUIGLESIA (ASADOS)
15984,TRABA (ARAÑO)
15984,VILANUSTRE
15984,VILAR (ARAÑO)
15984,VILAS (ASADOS)
15985,BURATA, A (TARAGOÑA)
15985,BURATO, O
15985,CARTOMIL
15985,CHORENTE
15985,CORGUES
15985,CRICEIRO, O (TARAGOÑA)
15985,CUVIDE
15985,DORNA (TARAGOÑA)
15985,FACHAN
15985,FONTE (TARAGOÑA)
15985,IGLESIA, A (TARAGOÑA)
15985,IÑOBRE
15985,LAXE GRANDE
15985,LAXE PEQUENO
15985,OURELLE
15985,OUSOLO
15985,PARADELA (TARAGOÑA)
15985,PASTORIZA (TARAGOÑA)
15985,SUSAN
15985,TARAGOÑA
15990,AGRA DE RIVEIRA
15990,ARAMADA
15990,ARRIBADA (PONTE BELUSO)
15990,BEA
15990,BEALO
15990,BELUSO
15990,BOIMAZAR (PONTE BELUSO)
15990,BURATA (PONTE BELUSO)
15990,COMBA (PONTE BELUSO)
15990,CUBIDE
15990,GALEA (PONTE BELUSO)
15990,GANDOSO
15990,GUIAN
15990,HERMIDA (PONTE BELUSO)
15990,IGLESIA (PONTE BELUSO)
15990,LANDEIRA (PONTE BELUSO)
15990,LOIMAR (PONTE BELUSO)
15990,MONTEXEAN
15990,PONTE BELUSO
15990,SAN RAMON (PONTE BELUSO)
15990,TRIEITES
15991,AGUEIROS (CESPON)
15991,ARRIBADA (CESPON)
15991,BALADAO
15991,BENIBAS (CESPON)
15991,BREA (CESPON)
15991,CESPON
15991,COMBA (CESPON)
15991,COVIÑA (CESPON)
15991,CUBELIÑO
15991,DEIRA
15991,FERREIROS (CESPON)
15991,FIXOS
15991,FONTAIÑA (CESPON)
15991,FONTECOBA (CESPON)
15991,GARAMELO
15991,GUILLEIRO
15991,IGLESIA (CESPON)
15991,LAMAS (CESPON)
15991,LOIMAR (CESPON)
15991,LOMBA (CESPON)
15991,LOURIÑO (CESPON)
15991,NINE
15991,PESCIÑO
15991,PONTE BREA
15991,QUINTEIRO (CESPON)
15991,REBOREDO (CESPON)
15991,SAN ROQUE (CESPON)
15991,SANDRENZO DE ABAIXO
15991,SANDRENZO DE ARRIBA
15991,SAR (CESPON)
15991,SOUTIÑO (CESPON)
15991,SOUTO NOVO (CESPON)
15991,TREBONZOS
15991,TRIEITES DE ABAIXO
15991,TRIEITES DE ARRIBA
15991,VALMAIOR
15991,VILARIÑO (CESPON)
15992,AGRAMUNIÑA
15992,CARBALLAL (LAMPON)
15992,COBO (LAMPON)
15992,ESCARABOTE
15992,ESCARABOTIÑO
15992,ESCARIS
15992,ESCOBIAS
15992,ESTAÑIFERAS
15992,GOIANS (LAMPON)
15992,LAMPON (SANTIAGO DE)
15992,MAGDALENA (LAMPON)
15992,MEDA DE TREMS
15992,MONTAÑA (LAMPON)
15992,MONTAÑO
15992,MOSQUETE
15992,OUTEIRO (LAMPON)
15992,PERALTO
15992,PIÑEIRO (LAMPON)
15992,POZA, A (LAMPON)
15992,ROSADELAS
15992,ROSOMIL
15992,SAN MAURO (LAMPON)
15992,SEALO (LAMPON)
15992,VISTA ALEGRE (LAMPON)
15993,AXEITOS
15993,BALTEIRO (OLEIROS)
15993,GANDARA (OLEIROS)
15993,LIXO (OLEIROS)
15993,MUIÑOS (OLEIROS)
15993,OLEIROS
15993,SALMON
15994,ALBORADA
15994,BASOÑAS
15994,CAMPO DE PATAS
15994,CARBALLOSA (SAN PEDRO MURO)
15994,CIMADEVILA (SAN PEDRO MURO)
15994,FONTE ESPIÑOSA
15994,IGLESIA (SAN PEDRO MURO)
15994,LAPIDO (SAN PEDRO MURO)
15994,LAXAS (SAN PEDRO MURO)
15994,NOVAS (SAN PEDRO MURO)
15994,PEDREIRA (SAN PEDRO MURO)
15994,RIAL (SAN PEDRO MURO)
15994,SAN PEDRO DE MURO (SAN PEDRO MURO)
15994,SERANS (SAN PEDRO MURO)
15995,ABELENDO (XUÑO)
15995,AGRA (NOIA)
15995,ARADIZA
15995,BARCIA (XUÑO)
15995,CAMPANARIO (XUÑO)
15995,CARBALLAL (XUÑO)
15995,CARBALLIDO (XUÑO)
15995,CARRAPATAL
15995,CASTELO (XUNO)
15995,CERNADAS (XUNO)
15995,COVIÑA (XUNO)
15995,CRUCEIRO (XUÑO)
15995,CURRO (XUNO)
15995,ESCODA
15995,FONTENLA (XUÑO)
15995,FOXO (XUÑO)
15995,GRANDE MAIOR
15995,GUIANDON
15995,LARANGA
15995,PARADA (XUNO)
15995,PEDRASALTAS
15995,POZONEGRO
15995,PRADOMONTE
15995,RIAL (XUNO)
15995,SANTA MARIÑA (XUNO)
15995,SIEIRA (XUNO)
15995,TRAVES
15995,VENTOSO (XUÑO)
15995,VISTIPOI
15995,XUÑO
15996,BARRENTO
15996,BUSTIGILLADE
15996,BUSTO SECO
15996,CAAMAÑO
15996,CABRAIS (CAAMAÑO)
15996,CALVELLE (CAAMAÑO)
15996,CAMPANARIO (CAAMAÑO)
15996,CAMPO (CAAMAÑO)
15996,CANDEIRO (CAAMAÑO)
15996,CAPELA (CAAMAÑO)
15996,CARBALLO (CAAMAÑO)
15996,CORZO
15996,ESPARELLE
15996,FERREIRO (CAAMAÑO)
15996,FONTE (CAAMAÑO)
15996,GRALLADE
15996,IGLESIA (CAAMAÑO)
15996,INXERTO DE ABAIXO
15996,INXERTO DE ARRIBA
15996,PAZO (CAAMAÑO)
15996,PILIDA
15996,PONTE (CAAMAÑO)
15996,PORTAS (CAAMAÑO)
15996,POUSACARRO
15996,POUSO (CAAMAÑO)
15996,RIVASIEIRA
15996,ROCIO
15996,SACRISTANA
15996,SAN PEDRO FELIX DE RIBASIERA (PARROQUIA DE)
15996,TORRE (CAAMAÑO)
15997,CAMPOS VERDES (RIBASERRA)
15997,TARA
15998,CAMPO (QUEIRUGA)
15998,DEVESA (QUEIRUGA)
15998,GOLTAR
15998,GOURIS
15998,QUEIRUGA
15998,SANTA LUCIA (QUEIRUGA)
15998,TARELA
15998,TARRIO (QUEIRUGA)
15998,VELICOSA
15998,XESTAS
15999,BALCUNQUEIRO
15999,BENESO (PORTOSIN)
15999,CAMPARIO (PORTOSIN)
15999,EIRAVEDRA (PORTOSIN)
15999,FREIXEIRO (PORTOSIN)
15999,GAFA
15999,IGLESIA (PORTOSIN)
15999,MANTOÑO
15999,MARIÑO (PORTOSIN)
15999,MOTEGA
15999,PORTOSIN
15999,POZO (PORTOSIN)
15999,SILVA (PORTOSIN)
16001,AGUIRRE
16001,ALCAZAR
16001,ALFONSO VIII
16001,ALONSO DE OJEDA
16001,ANDRES DE CABRERA
16001,ANGUSTIAS, Bajada
16001,ARMAS, LAS
16001,ARTICULOS, LOS, Callejon
16001,ARTICULOS, LOS
16001,CABALLEROS
16001,CALDERON DE LA BARCA
16001,CALLEJUELAS
16001,CANALEJA, LA
16001,CANONIGOS
16001,CAPELLAN MORENO
16001,CARDENAL GIL DE ALBORNOZ
16001,CARDENAL PAYA, Plaza
16001,CARMEN, AL, Bajada
16001,CARMEN, Plaza
16001,CARROS, DE LOS, Plaza
16001,CESAREO OLIVARES
16001,CIUDAD DE RONDA, Plaza
16001,CLAVEL
16001,COLEGIO SAN JOSE
16001,COLMILLO
16001,CORRALEJO
16001,CORTA
16001,DIEGO RAMIREZ DE VILLAESCUSA
16001,DIEGO RUIZ DE ALARCON
16001,DOCTOR ALONSO CHIRINO
16001,DOCTOR FERRAN, Travesia
16001,DOCTOR FERRAN
16001,DOCTOR FLEMING
16001,DOCTOR GALINDEZ
16001,ERCAVICA
16001,ESPERANZA, LA
16001,FEDERICO MUELAS
16001,FRANCISCO DE MORA
16001,FRAY LUIS DE LEON
16001,FUERO, DEL
16001,GARCILASO DE LA VEGA
16001,GASCAS
16001,GENERAL FANJUL
16001,GENERAL SANTA COLOMA, Travesia
16001,GENERAL SANTA COLOMA
16001,GONZALEZ FRANCES
16001,GREGORIO CATALAN VALERO
16001,HERMANOS VALDES
16001,HERREROS, DE LOS
16001,HISPANIDAD, DE LA, Plaza (Impares del 1 al 13)  (Pares del 2 al 6)
16001,HOZ DEL HUECAR
16001,HUECAR, DEL, Paseo
16001,JOAQUIN ROJAS
16001,JOSE COBO (Impares del 1 al final)
16001,JOSE TORRES MENA
16001,JUAN CORRECHER
16001,JULIAN ROMERO, DE, Ronda
16001,LARGA
16001,LICENCIADO TORRALBA
16001,LOBETANOS
16001,LUSONES, Bloques
16001,MADRE DE DIOS, DE LA
16001,MAESTRO PRADAS
16001,MARTIN DE LA ALDEHUELA
16001,MATADERO VIEJO
16001,MAYOR, Plaza
16001,MELCHOR CANO
16001,MERCED, Plaza
16001,MONEDA
16001,MORATIN
16001,MOSEN DIEGO DE VALERA
16001,OBISPO VALERO
16001,OLCADES
16001,PALAFOX
16001,PARQUE DE SAN JULIAN, Travesia
16001,PARQUE DE SAN JULIAN
16001,PARQUE DEL HUECAR
16001,PAZ, DE LA, Plaza
16001,PAZ
16001,PESO
16001,POSITO
